phenomenon_time,id_aq_legal_station,label_no
2019-09-11 04:37:00,9625,4.58
2019-09-11 04:38:00,9625,4.5
2019-09-11 04:39:00,9625,4.52
2019-09-11 04:40:00,9625,4.5
2019-09-11 04:41:00,9625,4.5
2019-09-11 04:42:00,9625,4.4
2019-09-11 04:43:00,9625,4.29
2019-09-11 04:44:00,9625,4.23
2019-09-11 04:45:00,9625,4.12
2019-09-11 04:46:00,9625,4
2019-09-11 04:47:00,9625,3.9
2019-09-11 04:48:00,9625,3.94
2019-09-11 04:49:00,9625,4
2019-09-11 04:50:00,9625,4.08
2019-09-11 04:51:00,9625,4.23
2019-09-11 04:52:00,9625,4.33
2019-09-11 04:53:00,9625,4.44
2019-09-11 04:54:00,9625,4.6
2019-09-11 04:55:00,9625,4.54
2019-09-11 04:56:00,9625,4.73
2019-09-11 04:57:00,9625,4.94
2019-09-11 04:58:00,9625,5.06
2019-09-11 04:59:00,9625,5.1
2019-09-11 05:00:00,9625,5.21
2019-09-11 05:01:00,9625,5.38
2019-09-11 05:02:00,9625,5.77
2019-09-11 05:03:00,9625,6.08
2019-09-11 05:04:00,9625,6.67
2019-09-11 05:05:00,9625,7.33
2019-09-11 05:06:00,9625,7.96
2019-09-11 05:07:00,9625,8.69
2019-09-11 05:08:00,9625,9.52
2019-09-11 05:09:00,9625,10.44
2019-09-11 05:10:00,9625,11.02
2019-09-11 05:11:00,9625,11.38
2019-09-11 05:12:00,9625,11.94
2019-09-11 05:13:00,9625,12.58
2019-09-11 05:14:00,9625,13.02
2019-09-11 05:15:00,9625,13.35
2019-09-11 05:16:00,9625,13.69
2019-09-11 05:17:00,9625,14.06
2019-09-11 05:18:00,9625,14.38
2019-09-11 05:19:00,9625,14.69
2019-09-11 05:20:00,9625,15.06
2019-09-11 05:21:00,9625,15.48
2019-09-11 05:22:00,9625,15.75
2019-09-11 05:23:00,9625,16.08
2019-09-11 05:24:00,9625,16.56
2019-09-11 05:25:00,9625,17.54
2019-09-11 05:26:00,9625,18.4
2019-09-11 05:27:00,9625,19.17
2019-09-11 05:28:00,9625,19.81
2019-09-11 05:29:00,9625,20.54
2019-09-11 05:30:00,9625,21.58
2019-09-11 05:31:00,9625,22.13
2019-09-11 05:32:00,9625,22.5
2019-09-11 05:33:00,9625,22.37
2019-09-11 05:34:00,9625,22.17
2019-09-11 05:35:00,9625,21.9
2019-09-11 05:36:00,9625,21.42
2019-09-11 05:37:00,9625,20.62
2019-09-11 05:38:00,9625,19.94
2019-09-11 05:39:00,9625,19.19
